Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0350874K,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Yves,3 rue Jeanne d'Arc,BP 22,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 85 13 00,02 99 85 13 08,www.college-st-yves.org/,ce.0350874K@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,647,0,77771000500045,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/mordelles/college/college-saint-yves.html,,338875.9,6785922.6,EPSG:2154,,48.0737962444283,-1.8519352825715483,"48.0737962444283,-1.8519352825715483",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350805K,Lycée,Privé,HORS CONTRAT,Ecole technique privée - Chantal Le Cozic,52 boulevard Villebois Mareuil,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 41 74 25,02 99 41 74 29,www.lecozic.com,contact@lecozic.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,207,0,34179858500053,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/ecole-technique-privee-chantal-le-cozic.html,,353946.2,6788530.6,EPSG:2154,,48.105378277853994,-1.6519961858508567,"48.105378277853994,-1.6519961858508567",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0350028R,Lycée,Public,SANS OBJET,Lycée Bréquigny,7 avenue Georges Graff,BP 90516,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 86 82 00,02 99 86 82 01,www.lycee-brequigny.fr,ce.0350028r@ac-rennes.fr,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,2791,1,19350028700019,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-brequigny.html,,351103.0,6786382.7,EPSG:2154,,48.08457176116944,-1.6884154494306403,"48.08457176116944,-1.6884154494306403",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350913C,Collège,Public,SANS OBJET,Collège Clotilde Vautier,8 B rue de la Motte Brulon,BP 80439,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 27 25 25,02 99 27 47 07,,Ce.0350913c@ac-rennes.fr,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,432,1,19350913000012,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-clotilde-vautier.html,REP,352899.1,6790916.7,EPSG:2154,,48.12625632364829,-1.6679336381494778,"48.12625632364829,-1.6679336381494778",Numéro de rue,1969-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350760L,Collège,Public,SANS OBJET,Collège Cleunay,26 rue Andrée Recipon,CS 74303,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 67 31 40,02 99 67 77 80,,Ce.0350760l@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,401,0,19350760500015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-cleunay.html,,349649.1,6788054.9,EPSG:2154,,48.09881446950691,-1.7092450568621362,"48.09881446950691,-1.7092450568621362",Numéro de rue,1968-04-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350059Z,Lycée,Public,SANS OBJET,Lycée professionnel Bréquigny,7 avenue Georges Graff,BP 90516,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 86 82 00,02 99 86 82 01,www.lycee-brequigny.fr,ce.0350028r@ac-rennes.fr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,19350059200012,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-brequigny.html,,350898.3,6786426.7,EPSG:2154,,48.08485766385,-1.6911947912235286,"48.08485766385,-1.6911947912235286",Numéro de rue,1965-10-11,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0350797B,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée et section d'enseignement professionnel Jeanne d'Arc,61 rue la Fontaine,CS 20816,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,1,1,02 99 84 30 30,02 99 38 09 12,www.lycee-ja-rennes.org,ce.0350797B@ac-rennes.fr,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1111,0,77774582900013,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-et-section-d-enseignement-professionnel-jeanne-d-arc.html,,353882.5,6790078.1,EPSG:2154,,48.11924545447567,-1.6540752412835498,"48.11924545447567,-1.6540752412835498",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,306,LYCEE POLYVALENT
0351851X,Collège,Public,SANS OBJET,Collège la Binquenais,40 boulevard Oscar Leroux,BP 90302,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 22 84,02 99 50 70 08,pharouest.ac-rennes.fr/e351851X,Ce.0351851x@ac-rennes.fr,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,407,1,19351851100012,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-la-binquenais.html,REP,353011.2,6786928.0,EPSG:2154,,48.0904863079808,-1.6632653804557214,"48.0904863079808,-1.6632653804557214",Numéro de rue,1974-05-08,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0351852Y,Collège,Public,SANS OBJET,Collège de Fontenay,35 rue Antoine Châtel,BP 97628,35131 CHARTRES DE BRETAGNE,35131,35066,Chartres-de-Bretagne,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 77 16 00,02 99 77 16 01,pharouest.ac-rennes.fr/e351852Y,Ce.0351852y@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,593,1,19351852900014,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/chartres-de-bretagne/college/college-de-fontenay.html,,350204.1,6781712.3,EPSG:2154,,48.042137802793015,-1.6967376495489546,"48.042137802793015,-1.6967376495489546",Numéro de rue,1974-05-08,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352691K,Collège,Public,SANS OBJET,Collège Andrée Récipon,6 rue de Pont Péan,,35230 ORGERES,35230,35208,Orgères,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 23 50 00 30,02 99 57 74 24,,ce.0352691K@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,707,1,19352477400018,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/orgeres/college/college-andree-recipon.html,,352031.8,6777228.8,EPSG:2154,,48.00283661984534,-1.668699093653838,"48.00283661984534,-1.668699093653838",Numéro de rue,2005-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350801F,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée Jean-Paul II,2 rue Antoine de St Exupéry,BP 96214,35760 SAINT GREGOIRE,35760,35278,Saint-Grégoire,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,1,02 99 23 41 00,02 99 23 19 73,www.immaculeejeanpaul2.org,ce.0350801F@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,677,0,80919961500026,http://geolocalisation.onisep.fr/35-ille-et-vilaine/saint-gregoire/lycee/lycee-jean-paul-ii.html,,352595.3,6794676.1,EPSG:2154,,48.15986359205325,-1.674999508948549,"48.15986359205325,-1.674999508948549",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL
0352178C,Lycée,Privé,HORS CONTRAT,Ecole technique privée - ODORICO,6 rue du Moulin du Comte,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 33 91 22,02 23 46 22 31,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,40829528500014,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/ecole-technique-privee-odorico.html,,349638.5,6789116.2,EPSG:2154,,48.108341913426194,-1.710237148818149,"48.108341913426194,-1.710237148818149",Numéro de rue,1984-11-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0352867B,Lycée,Public,SANS OBJET,Section d'enseignement général et technologique du lycée Théodore Monod,55 avenue de la Bouvardière,BP 55124,35650 RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,0,0,02 99 29 73 45,,www.theodore-monod.educagri.fr/,0352867B@ac-rennes.fr,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,516,0,,http://geolocalisation.onisep.fr/35-ille-et-vilaine/le-rheu/lycee/section-d-enseignement-general-et-technologique-du-lycee-theodore-monod.html,,342281.9,6788584.0,EPSG:2154,,48.09957400863398,-1.8084617979975437,"48.09957400863398,-1.8084617979975437",Numéro de rue,2014-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,335,SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE
0351839J,Information et orientation,-,,Centre d'information et d'orientation Rennes,1 Quai Dujardin,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,02 99 25 18 30,02 99 25 18 39,www.ac-rennes.fr/ac-rennes/cid104613/cio-de-rennes.html,cio.rennes@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700574,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/cio/centre-d-information-et-d-orientation-rennes.html,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Correcte,1973-07-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,841,CENTRE D INFORMATION ET D ORIENTATION
0350063D,Service Administratif,,,Rectorat de l'académie de Rennes,96 rue D'ANTRAIN ,,35705 RENNES CEDEX 7,35705,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0223217777,,,ce.0350063d@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350430900019,,,352427.5,6790171.0,EPSG:2154,,48.119307086751185,-1.6736682103129379,"48.119307086751185,-1.6736682103129379",Numéro de rue,1966-01-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,802,RECTORAT
0350737L,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes - ASH Parcours 1D,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251102,,,ce.ien35.ashdep1d@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700137,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1967-10-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0350738M,Service Administratif,,,Circonscription d'inspection du 1er degré de Saint Grégoire,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251864,,,ce.ien35.stgregoire@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700632,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1967-10-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0350739N,Service Administratif,,,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251865,,,ce.ien35.chartres@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700657,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1967-10-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0350746W,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes Ouest,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251076,,,ce.ien35.rennesouest@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700343,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1967-10-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0350755F,Service Administratif,,,Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251866,,,ce.ien35.stjacques@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700608,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1968-02-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0351051C,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes - Adjoint DSDEN,1 quai DUJARDIN ,BP 73145,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251005,,,ce.iena35@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700087,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1970-10-20,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0351995D,Service Administratif,,,Circonscription d'inspection du 1er degré de Cesson-Sévigné,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251069,,,ce.ien35.cesson@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700228,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1977-09-14,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0351996E,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes Est,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251087,,,ce.ien35.rennesest@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700236,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,1977-09-14,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0352732E,Service Administratif,,,IA ILLE ET VILAINE Direction,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352733F,Service Administratif,,,INSPECTION ACADEMIQUE d'Ille et Vilaine Conseillers techniques,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dscen35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352734G,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Chargés de mission,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352735H,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Service social en faveur du Personnel,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352736J,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Service social en faveur des Elèves,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352737K,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE SERIA-D35,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.seriad35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352739M,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Division des élèves,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352740N,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Division du 1er degré,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352741P,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Division du 2nd Degré,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352742R,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Conseillers pédagogiques départementaux,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352743S,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Commission d'orientation vers les enseignements adaptés du 2nd degré,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352745U,Service Administratif,,,INSPECTION ACADEMIQUE D'ILLE ET VILAINE Médecins scolaires,1 quai DUJARDIN ,,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,Ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
0352762M,Service Administratif,,,Circonscription d'inspection du 1er degré de Liffre,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251089,,,ce.ien35.liffre@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700756,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2008-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0352763N,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes - ASH Parcours 2D,1 quai DUJARDIN ,,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251106,,,ce.ien35.ashdep2d@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700368,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2008-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0352777D,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes - Préélémentaire et pilotage pédagogique,1 quai DUJARDIN ,BP 73145,35031 RENNES CEDEX,35031,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251005,,,ce.ien35.preelem@ac-rennes.fr,,,,,,,,,,,,,,,,,,17350431700772,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2009-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,809,CIRCONSCRIPTIONS INSPECTION EDUC NAT
0352803G,Service Administratif,,,Circonscription d'inspection du 1er degré de Rennes - ASH académique,96 rue D'ANTRAIN ,,35705 RENNES CEDEX 7,35705,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0223217637,,,mohamed.mamdouh@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352427.5,6790171.0,EPSG:2154,,48.119307086751185,-1.6736682103129379,"48.119307086751185,-1.6736682103129379",Numéro de rue,2010-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,803,SERVICE RECTORAL
0352828J,Service Administratif,,,IA ILLE ET VILAINE service acad de gestion de l'action sociale,1 quai DUJARDIN ,BP 73145,35002 RENNES CEDEX,35002,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,,,,0299251020,,,ce.dsden35@ac-rennes.fr,,,,,,,,,,,,,,,,,,,,,352442.4,6789156.1,EPSG:2154,,48.1101984919729,-1.6726616973701423,"48.1101984919729,-1.6726616973701423",Rue,2011-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,,,806,SERVICE DE LA DSDEN
